epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,23349.1,1.34076,0.79061,1.13023,0.71185,0.58847,0.61129,0.29336,1.93603,1.68288,1.36805,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,23607.1,1.31697,0.76906,1.11687,0.70904,0.58878,0.61226,0.29478,1.94093,1.66628,1.37687,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,23864.8,1.29437,0.76256,1.11247,0.70543,0.59221,0.61208,0.29515,1.94027,1.66339,1.37737,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,24121.9,1.2944,0.75702,1.11073,0.70732,0.59064,0.61261,0.29564,1.93885,1.66234,1.37723,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,24379.4,1.27859,0.73865,1.10359,0.70756,0.59081,0.61408,0.29692,1.94147,1.65031,1.3841,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,24636.9,1.2736,0.73233,1.10046,0.71248,0.58974,0.6147,0.29785,1.94112,1.64802,1.38473,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,24895.6,1.25732,0.72672,1.0913,0.71768,0.58766,0.61454,0.29879,1.94015,1.64548,1.38499,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,25153.8,1.25365,0.71664,1.08756,0.72194,0.5863,0.61473,0.29896,1.93924,1.6443,1.38485,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,25411.7,1.23639,0.70659,1.07708,0.72462,0.58382,0.61478,0.30021,1.93877,1.64185,1.38522,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,25668.9,1.22599,0.70328,1.07765,0.72617,0.5832,0.61511,0.30129,1.93819,1.63939,1.38447,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,25925.9,1.22253,0.69884,1.07334,0.7178,0.5894,0.6173,0.30153,1.93747,1.63849,1.38459,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
