epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
62,21946.5,1.70108,1.25694,1.29106,0.67606,0.54326,0.57325,0.2602,1.96384,1.79941,1.38603,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,22296.9,1.68395,1.24418,1.28348,0.6769,0.54924,0.57619,0.26286,1.96681,1.79303,1.38803,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,22650.3,1.69015,1.22951,1.27796,0.66928,0.55687,0.57394,0.26295,1.96852,1.7944,1.3837,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,23005.6,1.67589,1.22692,1.27999,0.68614,0.544,0.58306,0.26661,1.96328,1.78622,1.38573,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,23359.7,1.66706,1.21817,1.27842,0.68712,0.55191,0.58738,0.2679,1.963,1.77904,1.38512,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,23710.6,1.65099,1.20209,1.26459,0.69179,0.55191,0.58642,0.26911,1.96718,1.77073,1.38763,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,24063.8,1.64157,1.17855,1.25683,0.70079,0.55015,0.58747,0.27073,1.95828,1.76456,1.3819,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,24420,1.63062,1.17743,1.2526,0.69017,0.55284,0.58844,0.27132,1.95598,1.75457,1.38122,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,24777.3,1.63321,1.17459,1.25446,0.70526,0.54872,0.58746,0.27109,1.9496,1.75109,1.37803,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,25127.4,1.60893,1.15229,1.24407,0.70605,0.55438,0.5953,0.2739,1.94684,1.75034,1.37758,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,25482.3,1.60869,1.13725,1.2293,0.70691,0.55841,0.59761,0.2768,1.94502,1.74843,1.37506,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,25836.4,1.60115,1.1388,1.23343,0.71546,0.55067,0.59701,0.27722,1.94709,1.73499,1.37549,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,26192.4,1.57456,1.11969,1.21931,0.69263,0.56306,0.59684,0.27919,1.94751,1.73183,1.37785,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,26545.6,1.58538,1.13208,1.2259,0.71672,0.55562,0.59389,0.28011,1.94388,1.73171,1.37469,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,26900.9,1.57003,1.10794,1.2284,0.72509,0.55438,0.59852,0.28335,1.94589,1.73352,1.37411,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,27252.9,1.54514,1.0862,1.21101,0.7165,0.555,0.59533,0.2822,1.94355,1.73306,1.37174,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,27604.5,1.5544,1.09549,1.2139,0.71932,0.54878,0.59431,0.28315,1.94465,1.73039,1.37413,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,27960.6,1.53977,1.08947,1.20775,0.71278,0.5516,0.59553,0.28484,1.93953,1.72606,1.37092,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,28315.1,1.53137,1.07027,1.20783,0.70821,0.55407,0.59704,0.28612,1.9379,1.72038,1.36994,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,28666.3,1.52108,1.07311,1.19657,0.70819,0.55748,0.59781,0.28653,1.93797,1.72397,1.37046,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,29024.3,1.51248,1.0516,1.19814,0.69757,0.55896,0.59666,0.28663,1.93685,1.72164,1.3718,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,29374.7,1.52158,1.06342,1.19659,0.70151,0.56089,0.59851,0.28733,1.93539,1.72187,1.37206,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,29726.3,1.49328,1.03973,1.17583,0.70764,0.56089,0.59694,0.28782,1.93553,1.72314,1.37343,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,30081.2,1.47858,1.03345,1.17918,0.70429,0.56647,0.59635,0.28899,1.93314,1.72202,1.37281,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,30404.2,1.34816,0.80546,1.12961,0.71152,0.56647,0.6011,0.29013,1.93175,1.72397,1.37295,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,30727.4,1.3347,0.78282,1.11891,0.70868,0.56688,0.602,0.29042,1.92913,1.72281,1.3711,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,31051,1.2993,0.7609,1.1075,0.72768,0.55481,0.60021,0.2911,1.92901,1.71901,1.37299,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
